sep=,
observation_dateDATE,observation_dateYear,observation_dateQuarter,observation_dateMonth,observation_dateDAY,VersionVersion,VersionCategory,VersionType,INDPRO,INDPROUnit
2021-11-01,2021,20214,202111,1,Actual,Actuals,public,100.8654,
2021-12-01,2021,20214,202112,1,Actual,Actuals,public,100.5726,
2022-01-01,2022,20221,202201,1,Actual,Actuals,public,100.1856,
2022-02-01,2022,20221,202202,1,Actual,Actuals,public,100.8064,
2022-03-01,2022,20221,202203,1,Actual,Actuals,public,101.3907,
2022-04-01,2022,20222,202204,1,Actual,Actuals,public,101.44,
2022-05-01,2022,20222,202205,1,Actual,Actuals,public,101.3335,
2022-06-01,2022,20222,202206,1,Actual,Actuals,public,101.018,
2022-07-01,2022,20223,202207,1,Actual,Actuals,public,101.223,
2022-08-01,2022,20223,202208,1,Actual,Actuals,public,101.0963,
2022-09-01,2022,20223,202209,1,Actual,Actuals,public,101.2918,
2022-10-01,2022,20224,202210,1,Actual,Actuals,public,101.2529,
2022-11-01,2022,20224,202211,1,Actual,Actuals,public,100.9552,
2022-12-01,2022,20224,202212,1,Actual,Actuals,public,99.7664,
2023-01-01,2023,20231,202301,1,Actual,Actuals,public,100.505,
2023-02-01,2023,20231,202302,1,Actual,Actuals,public,100.6416,
2023-03-01,2023,20231,202303,1,Actual,Actuals,public,101.0205,
2023-04-01,2023,20232,202304,1,Actual,Actuals,public,101.253,
2023-05-01,2023,20232,202305,1,Actual,Actuals,public,100.9286,
2023-06-01,2023,20232,202306,1,Actual,Actuals,public,100.1196,
2023-07-01,2023,20233,202307,1,Actual,Actuals,public,100.9067,
2023-08-01,2023,20233,202308,1,Actual,Actuals,public,100.8393,
2023-09-01,2023,20233,202309,1,Actual,Actuals,public,101.0211,
2023-10-01,2023,20234,202310,1,Actual,Actuals,public,100.4689,
2023-11-01,2023,20234,202311,1,Actual,Actuals,public,100.8639,
2023-12-01,2023,20234,202312,1,Actual,Actuals,public,100.6031,
2024-01-01,2024,20241,202401,1,Actual,Actuals,public,99.2223,
2024-02-01,2024,20241,202402,1,Actual,Actuals,public,100.285,
2024-03-01,2024,20241,202403,1,Actual,Actuals,public,100.4575,
2024-04-01,2024,20242,202404,1,Actual,Actuals,public,100.2434,
2024-05-01,2024,20242,202405,1,Actual,Actuals,public,100.863,
2024-06-01,2024,20242,202406,1,Actual,Actuals,public,100.894,
2024-07-01,2024,20243,202407,1,Actual,Actuals,public,99.9757,
2024-08-01,2024,20243,202408,1,Actual,Actuals,public,100.4309,
2024-09-01,2024,20243,202409,1,Actual,Actuals,public,99.8084,
2024-10-01,2024,20244,202410,1,Actual,Actuals,public,99.4695,
2024-11-01,2024,20244,202411,1,Actual,Actuals,public,99.2925,
2024-12-01,2024,20244,202412,1,Actual,Actuals,public,100.3273,
2025-01-01,2025,20251,202501,1,Actual,Actuals,public,100.0647,
2025-02-01,2025,20251,202502,1,Actual,Actuals,public,101.0993,
2025-03-01,2025,20251,202503,1,Actual,Actuals,public,101.0404,
2025-04-01,2025,20252,202504,1,Actual,Actuals,public,101.1279,
2025-05-01,2025,20252,202505,1,Actual,Actuals,public,100.9655,
2025-06-01,2025,20252,202506,1,Actual,Actuals,public,101.4785,
2025-07-01,2025,20253,202507,1,Actual,Actuals,public,101.894,
2025-08-01,2025,20253,202508,1,Actual,Actuals,public,101.6247,
2025-09-01,2025,20253,202509,1,Actual,Actuals,public,101.7059,
2025-10-01,2025,20254,202510,1,Actual,Actuals,public,101.257,
2025-11-01,2025,20254,202511,1,Actual,Actuals,public,101.3775,
2025-12-01,2025,20254,202512,1,Actual,Actuals,public,101.6296,
2026-01-01,2026,20261,202601,1,Actual,Actuals,public,102.3412,
